response time (ms), current time
101.046018, 464.266037
174.363204, 5000.107585
193.431757, 10001.112243
272.251993, 15003.881941
269.408344, 20001.900343
262.859445, 25002.057798
314.964879, 30000.583324
319.213974, 35017.730393
300.863163, 40000.498823
286.395927, 45005.006233
281.510738, 50007.335796
270.463952, 55005.626424
278.370044, 60001.352991
274.239718, 65014.017121
268.814530, 70001.280483
278.307664, 75000.371502
275.200948, 80007.166874
270.817259, 85003.635579
266.506498, 90002.796215
262.021915, 95000.604911
258.138141, 100000.936390
261.655311, 105001.395247
286.082207, 110002.332987
298.900011, 115004.641427
312.261802, 120000.347530
318.023569, 125006.882004
319.795132, 130000.640683
318.734337, 135011.355235
316.087308, 140003.698365
311.098478, 145004.024362
306.580822, 150001.106029
305.299367, 155006.947539
301.984776, 160000.527507
302.499136, 165004.505636
302.294179, 170007.919327
301.870237, 175002.835389
300.927648, 180003.623960
298.888725, 185000.272334
302.715656, 190000.947039
302.419384, 195015.615683
300.353062, 200000.889504
296.891853, 205001.129449
295.142975, 210001.722479
292.522677, 215004.216645
290.518407, 220000.470310
289.478402, 225001.389707
288.362816, 230003.800436
287.355435, 235000.565639
286.947487, 240000.691493
286.388800, 245004.862841
285.172611, 250006.042519
289.153874, 255000.574463
290.994139, 260002.138576
290.934893, 265000.301284
290.124657, 270005.774316
288.976069, 275007.186281
291.218807, 280000.438916
292.326980, 285006.298322
292.842470, 290002.644362
290.971888, 295001.241273
295.573043, 300001.757816
296.051692, 305002.552480
297.515961, 310000.984990
296.160254, 315007.888015
294.597593, 320004.391310
295.767963, 325011.006424
294.382077, 330010.849835
292.644824, 335002.240745
292.381323, 340001.034439
293.363553, 345010.253442
291.460515, 350001.553038
289.872094, 355001.019821
290.020738, 360003.450443
289.848217, 365010.704159
291.952973, 370000.492638
291.669232, 375001.929328
293.246737, 380008.954906
299.624785, 385004.687762
303.572008, 390002.222287
306.564038, 395004.319521
306.059878, 400001.016996
304.538588, 405000.271725
306.308086, 410006.300007
308.466736, 415005.114664
306.831753, 420009.349911
306.397686, 425013.635078
306.804311, 430003.056147
307.591564, 435002.918998
306.344440, 440002.080713
306.007143, 445006.710815
305.335074, 450001.565596
304.593477, 455000.773939
304.250280, 460000.160602
307.485517, 465002.044005
308.195711, 470001.002703
307.825918, 475001.003157
306.636408, 480001.528618
305.573039, 485003.308131
306.770358, 490002.039125
305.611061, 495001.398833
304.222662, 500016.441184
303.528581, 505001.628657
302.220241, 510000.059070
301.343256, 515002.511411
300.009300, 520001.113561
300.216832, 525004.671196
300.257442, 530000.638225
301.064733, 535000.085231
300.184742, 540002.859173
301.026849, 545000.173252
301.083687, 550000.777445
300.654056, 555005.926889
299.871322, 560007.636536
299.499671, 565000.159233
298.212320, 570002.554557
297.832656, 575003.755108
297.030202, 580000.737657
295.984963, 585000.428854
295.252054, 590005.784411
294.219171, 595009.671378
293.444770, 600015.137650
292.435529, 605003.783138
291.768243, 610002.210497
290.861590, 615000.744856
291.368760, 620000.967152
291.871153, 625000.765995
292.052829, 630003.451215
291.386668, 635001.676884
291.549469, 640002.555891
291.644477, 645001.362036
292.564224, 650005.428839
292.478333, 655000.709632
293.654098, 660001.049491
293.364653, 665000.169728
295.986255, 670001.362679
297.590510, 675005.109749
298.210780, 680001.367780
298.162685, 685003.096547
297.588967, 690007.067640
297.884720, 695000.482707
299.183725, 700004.401803
298.882195, 705002.673966
298.039045, 710008.012961
297.720001, 715000.799783
299.127449, 720002.424314
301.609593, 725000.704532
300.752398, 730000.581052
300.333535, 735001.610176
300.181959, 740002.022909
301.611880, 745002.736310
303.542048, 750004.565329
302.995596, 755000.345081
302.421698, 760000.720873
301.766393, 765000.637520
301.285266, 770004.491572
301.106273, 775004.087197
304.028789, 780001.799074
305.966387, 785011.700361
306.222023, 790012.266672
305.903359, 795008.188682
305.268875, 800007.840595
304.436149, 805000.217895
304.938963, 810000.174173
304.637118, 815002.784754
307.057434, 820001.690153
309.297633, 825002.845892
309.760057, 830000.715553
310.617198, 835006.152243
311.246720, 840000.652038
311.548311, 845000.390618
311.475842, 850002.382092
310.934970, 855000.560810
310.608204, 860000.696590
309.908513, 865006.159457
309.561319, 870000.398380
309.865748, 875000.994087
309.726653, 880000.049137
308.936901, 885002.199703
308.161589, 890000.454819
308.005621, 895000.735407
307.318510, 900003.225727
306.866990, 905003.987812
306.436914, 910007.385208
305.785484, 915003.651105
305.755697, 920008.035308
306.293989, 925003.802413
306.175020, 930000.376855
305.590343, 935000.836707
305.200094, 940004.002716
305.553468, 945002.633562
304.836833, 950001.169825
304.259075, 955004.539344
303.578315, 960000.694633
303.719992, 965000.698857
303.619534, 970002.124959
303.043848, 975000.064308
302.363758, 980000.154772
301.952741, 985008.084609
301.466272, 990001.218389
