response time (ms), current time
300.786063, 995001.217969
300.325472, 1000001.028805
299.882433, 1005001.674756
300.316201, 1010005.554789
300.008042, 1015003.928771
301.830648, 1020002.727942
303.384244, 1025002.029517
303.329101, 1030001.156210
303.287509, 1035000.482263
303.566167, 1040000.832586
305.793662, 1045001.186635
306.983425, 1050000.743164
307.748173, 1055005.764578
308.385108, 1060000.315935
308.315095, 1065002.696719
308.419449, 1070008.858690
308.106979, 1075016.985650
307.808993, 1080000.335533
307.864394, 1085001.842813
307.215129, 1090000.548296
307.189479, 1095000.957188
307.425026, 1100002.315641
307.001330, 1105010.094240
306.440749, 1110002.067853
305.861915, 1115000.409418
305.508207, 1120000.705368
305.283807, 1125002.572866
304.722852, 1130000.345700
304.336823, 1135005.075002
303.986984, 1140001.359163
303.524510, 1145005.512532
303.152737, 1150004.962340
303.682926, 1155000.547519
305.476052, 1160001.965002
305.429980, 1165000.752730
305.084331, 1170001.466609
304.545799, 1175000.225895
304.430768, 1180005.407979
304.074878, 1185000.875831
303.634779, 1190009.463106
304.506364, 1195002.985628
304.148705, 1200003.602645
305.857474, 1205001.245247
306.123490, 1210004.433899
305.843464, 1215001.642676
305.837538, 1220001.146572
307.041219, 1225005.270966
307.377153, 1230002.227427
308.687484, 1235003.938005
309.229637, 1240009.882165
309.006270, 1245002.385851
308.574727, 1250006.115449
308.847916, 1255001.506537
309.465303, 1260001.381296
309.673361, 1265000.173109
309.686926, 1270002.354837
309.255844, 1275001.486598
309.023402, 1280015.936956
310.918435, 1285002.558248
311.405658, 1290009.542444
311.111080, 1295003.158791
310.656424, 1300004.178777
311.169047, 1305006.255114
311.574482, 1310002.026955
311.161061, 1315002.847393
311.447768, 1320000.654215
311.289358, 1325000.490734
311.211557, 1330001.321410
310.750850, 1335012.089442
310.271180, 1340000.931596
310.663152, 1345005.353155
310.911153, 1350000.028494
311.260553, 1355000.074999
311.138947, 1360000.499459
311.499585, 1365002.119868
312.063420, 1370000.000498
311.671991, 1375003.521776
311.694396, 1380001.161223
313.128590, 1385000.387913
314.518223, 1390009.790392
314.370414, 1395007.096362
314.092913, 1400008.265528
314.102781, 1405000.357922
314.485306, 1410005.213239
314.351379, 1415001.460770
313.935333, 1420012.774684
313.507427, 1425013.499719
313.507808, 1430000.766195
313.084716, 1435000.334431
312.677074, 1440001.179108
312.363647, 1445000.384772
312.070917, 1450001.122631
311.710682, 1455001.186098
311.410463, 1460008.581741
311.186093, 1465001.478859
310.790452, 1470000.234679
310.549113, 1475001.528339
311.024039, 1480004.526457
310.898834, 1485002.703324
310.628829, 1490003.063696
310.245997, 1495001.086316
310.011640, 1500001.968237
309.685736, 1505000.549505
309.269816, 1510001.593862
308.927443, 1515003.569516
309.495289, 1520002.122248
309.458395, 1525010.646211
309.036031, 1530001.197457
309.189020, 1535002.122408
309.106962, 1540005.666144
308.970081, 1545002.004224
309.365018, 1550000.819076
309.418893, 1555011.754435
309.466810, 1560005.140407
309.412298, 1565003.221325
309.588812, 1570002.303991
310.368451, 1575000.436804
312.312039, 1580001.670038
316.922300, 1585005.689527
321.135555, 1590005.677326
323.494958, 1595000.344626
324.468962, 1600001.000640
325.019853, 1605002.529938
324.898065, 1610001.451390
324.926895, 1615003.276581
324.722522, 1620003.628579
324.477047, 1625000.035119
324.211227, 1630000.224379
323.834320, 1635008.846953
323.423062, 1640000.162421
323.120828, 1645000.496433
322.607581, 1650006.875138
322.263256, 1655001.090120
322.049297, 1660001.324133
321.644723, 1665002.024282
321.421017, 1670007.136676
321.313770, 1675000.820217
321.033338, 1680003.168367
320.579604, 1685003.599519
320.654792, 1690000.259523
320.267510, 1695005.350983
320.255998, 1700000.030265
321.001013, 1705006.371514
323.638128, 1710001.241378
325.297921, 1715003.596481
326.947112, 1720004.208865
327.093430, 1725000.634546
326.683092, 1730000.117317
326.402926, 1735002.183114
325.968948, 1740000.469317
325.627788, 1745001.159579
325.966154, 1750003.398874
326.562252, 1755012.250897
327.069595, 1760003.677075
326.854554, 1765006.482562
326.978901, 1770002.531819
327.507527, 1775001.028881
327.452926, 1780007.556879
327.166415, 1785005.927479
326.737329, 1790002.581455
326.928140, 1795006.810455
326.553560, 1800006.130270
326.265656, 1805000.247836
326.157056, 1810000.384844
325.965407, 1815026.646405
325.609153, 1820002.554539
325.869602, 1825004.836352
325.509302, 1830001.275834
325.225902, 1835004.233338
324.871606, 1840008.379108
324.739131, 1845000.949673
324.465608, 1850002.964890
324.406802, 1855000.340036
324.105090, 1860000.295662
323.827538, 1865003.200991
323.629413, 1870001.764273
323.659716, 1875002.833406
323.461763, 1880001.166914
323.575728, 1885009.227887
323.720555, 1890005.980705
323.383136, 1895002.301121
323.138457, 1900000.242194
323.229539, 1905000.956368
323.322901, 1910000.807470
322.945254, 1915002.982710
322.737428, 1920004.674482
322.483856, 1925009.749117
322.133302, 1930000.975122
322.136143, 1935007.284299
321.783397, 1940004.666723
321.509562, 1945000.414552
321.612252, 1950000.675169
321.330799, 1955000.558534
320.964242, 1960011.380812
320.780353, 1965008.409386
320.901446, 1970002.893995
321.066694, 1975004.148141
320.932471, 1980002.141248
320.865771, 1985001.583341
320.759204, 1990003.463649
320.440320, 1995006.844923
320.105400, 2000000.184500
319.762365, 2005000.917659
319.519402, 2010007.802224
319.538472, 2015002.528042
319.223579, 2020003.586071
318.995120, 2025000.085438
318.807032, 2030002.258525
318.644060, 2035002.071062
318.414208, 2040008.133441
318.303846, 2045001.185511
318.340382, 2050005.965925
318.160298, 2055004.703268
317.792204, 2060007.932816
317.488485, 2065009.389641
318.151820, 2070000.361727
317.889531, 2075003.569640
318.056582, 2080004.286799
320.164406, 2085002.901266
321.526226, 2090013.759295
321.660322, 2095002.293621
321.562007, 2100002.571050
321.464707, 2105004.401284
321.135026, 2110001.744293
321.862219, 2115000.082221
322.812845, 2120004.134466
322.799906, 2125005.136896
322.848808, 2130006.306564
322.818166, 2135000.311538
322.454992, 2140004.830219
322.118449, 2145003.762737
321.806176, 2150006.923902
321.517769, 2155002.846135
321.442280, 2160003.311122
321.677315, 2165002.544583
321.386669, 2170003.407742
321.257760, 2175000.726104
321.018530, 2180001.773815
320.777481, 2185003.139528
320.947482, 2190002.592879
321.168569, 2195001.100263
320.852429, 2200009.489161
320.836594, 2205000.779399
320.643924, 2210004.507171
320.324838, 2215004.423627
320.212752, 2220000.457825
320.422033, 2225001.430248
320.405052, 2230004.384405
320.356217, 2235002.384606
320.265404, 2240003.434992
320.017091, 2245000.099929
319.723161, 2250000.034874
319.473840, 2255000.428187
319.167755, 2260001.105103
319.005645, 2265003.132154
318.710118, 2270000.303808
318.419525, 2275000.599172
318.184623, 2280000.215399
317.925642, 2285005.263360
317.667378, 2290002.956028
317.474683, 2295000.487574
317.475445, 2300002.877109
317.495998, 2305001.156278
317.226123, 2310000.116031
316.860113, 2315002.517805
316.703212, 2320001.907112
317.505514, 2325000.484994
317.939097, 2330003.144889
318.015472, 2335005.182611
318.054722, 2340001.831859
318.567931, 2345002.568345
318.496174, 2350001.808107
318.453104, 2355005.285368
318.596427, 2360005.257820
319.010238, 2365001.168350
319.028398, 2370001.882086
318.746925, 2375003.280052
318.720119, 2380001.446625
318.609326, 2385001.220220
318.601392, 2390002.886448
318.374649, 2395000.505998
318.619526, 2400002.396853
319.053560, 2405002.376951
318.758681, 2410002.839303
318.534443, 2415005.126001
318.684035, 2420003.104214
319.308352, 2425000.922957
319.912431, 2430004.017112
320.624483, 2435005.258203
320.919848, 2440000.456441
320.769053, 2445001.467029
320.799973, 2450003.153929
320.664730, 2455002.923855
320.634385, 2460005.598544
320.361438, 2465013.471866
320.542455, 2470006.174618
320.374846, 2475000.848053
320.508643, 2480001.369029
320.330603, 2485004.302869
320.110299, 2490000.931973
319.918157, 2495005.797271
319.761951, 2500006.013283
319.822916, 2505000.955414
319.629903, 2510003.325249
319.560889, 2515000.951090
319.494007, 2520006.880630
319.556373, 2525002.634595
319.582413, 2530004.457622
319.475271, 2535007.670496
319.277939, 2540006.012571
319.700443, 2545006.909174
320.212558, 2550006.613717
320.015844, 2555005.649732
320.557047, 2560001.079163
321.153930, 2565007.767347
322.550835, 2570006.843059
323.588453, 2575001.015053
323.602942, 2580000.756042
323.565723, 2585002.254702
323.543136, 2590000.031456
323.645066, 2595000.128025
324.168505, 2600000.429470
324.764262, 2605009.434076
325.436178, 2610003.312270
325.288467, 2615000.392751
325.108697, 2620004.291596
324.981985, 2625000.906309
325.306417, 2630001.356901
325.135773, 2635011.989535
325.007126, 2640006.388046
325.220157, 2645011.550911
325.124471, 2650014.842627
324.951094, 2655004.301282
324.673259, 2660004.287213
324.380141, 2665003.951779
324.247444, 2670001.298292
323.962800, 2675003.967925
323.769944, 2680002.880379
323.557761, 2685002.114155
323.336223, 2690012.800252
323.058629, 2695005.117259
323.036685, 2700000.040530
322.759922, 2705002.571438
322.514182, 2710002.642211
322.358290, 2715006.958971
322.129426, 2720002.710463
322.075340, 2725001.571459
322.833863, 2730004.291937
323.193328, 2735000.258491
322.915749, 2740002.723175
322.909228, 2745000.928689
322.796790, 2750001.126441
322.765761, 2755001.509343
322.581415, 2760005.258853
322.403481, 2765002.918416
322.130699, 2770007.921164
322.032061, 2775001.805760
321.821637, 2780001.971418
321.888504, 2785001.410124
321.835303, 2790005.065113
321.825772, 2795001.159374
321.890141, 2800005.788307
321.788827, 2805004.183482
321.893332, 2810000.766566
322.631770, 2815005.395054
323.122481, 2820004.942360
323.397681, 2825002.837434
323.459791, 2830004.732678
323.249647, 2835000.415251
322.961661, 2840001.856233
322.818191, 2845000.179502
322.835626, 2850008.994782
322.577657, 2855000.172095
322.562719, 2860002.870228
322.344698, 2865000.197458
322.207579, 2870008.333654
322.390937, 2875001.090649
322.336285, 2880004.852224
322.227058, 2885001.581737
321.998411, 2890010.168483
321.776951, 2895001.174391
321.713934, 2900000.208538
322.071355, 2905005.101266
321.941606, 2910010.036666
321.986692, 2915001.575815
321.737676, 2920000.018890
321.683550, 2925000.213031
321.611141, 2930001.065393
321.492475, 2935001.558735
321.426588, 2940000.516124
321.391750, 2945007.535989
321.709836, 2950000.493242
321.439698, 2955004.587687
321.188082, 2960001.908425
321.022809, 2965004.572721
320.888403, 2970004.836686
320.642158, 2975007.844842
320.556598, 2980000.342473
320.377640, 2985005.127721
320.232227, 2990000.211371
320.825773, 2995007.524059
321.862242, 3000000.145253
321.767419, 3005001.667993
321.556677, 3010004.455910
321.604832, 3015000.436392
321.354875, 3020004.748963
321.242926, 3025001.275619
321.028161, 3030000.781981
320.992617, 3035006.518948
321.353322, 3040013.582839
321.376612, 3045000.012717
322.121864, 3050000.900859
323.126216, 3055001.263412
323.180209, 3060001.389630
323.025212, 3065004.437101
322.835009, 3070001.269827
322.738661, 3075000.060354
322.696186, 3080000.570129
322.662385, 3085001.648264
322.587960, 3090001.589741
322.345136, 3095009.989002
322.125424, 3100000.481804
322.088967, 3105002.473450
321.881700, 3110000.610211
321.784288, 3115001.765210
321.688822, 3120003.207982
321.908346, 3125002.624994
322.460424, 3130002.160535
322.850638, 3135001.111327
323.913226, 3140004.608641
324.193929, 3145002.864152
324.122326, 3150003.887566
323.958073, 3155003.361620
323.857602, 3160005.491822
323.661854, 3165003.058168
323.621835, 3170002.345158
324.403298, 3175005.918446
324.925169, 3180001.160458
324.822611, 3185009.038648
324.621662, 3190002.862972
324.575886, 3195013.569249
324.368112, 3200001.140407
324.689009, 3205000.877517
325.074364, 3210000.555656
325.291577, 3215008.305871
325.309984, 3220000.698379
325.731171, 3225000.698961
325.659475, 3230002.961250
325.513950, 3235004.675934
325.626496, 3240000.628268
325.752395, 3245002.682854
325.932445, 3250003.628575
325.830590, 3255000.504756
325.726306, 3260010.265514
325.977232, 3265001.515360
325.741968, 3270001.977793
326.242143, 3275003.500865
327.471035, 3280007.134356
328.931170, 3285001.039710
329.667011, 3290004.250028
329.565357, 3295001.685809
329.458215, 3300002.840603
329.684404, 3305004.814331
329.765487, 3310003.544653
329.633803, 3315000.574950
329.611704, 3320000.471332
329.879788, 3325002.919579
330.531203, 3330007.710076
330.645763, 3335006.173737
330.484576, 3340000.898634
330.241000, 3345003.442037
330.025390, 3350004.617373
329.796108, 3355001.155954
329.615053, 3360006.031538
329.667243, 3365002.010514
329.783077, 3370013.685865
329.730587, 3375005.187630
329.554602, 3380001.637609
329.990483, 3385002.873744
330.302983, 3390001.214944
330.397358, 3395007.763723
330.259260, 3400002.237012
330.076541, 3405003.347045
329.891618, 3410000.548089
329.726810, 3415003.170300
329.670794, 3420000.797752
329.816469, 3425001.953414
330.314723, 3430004.053223
330.734948, 3435003.644586
331.250835, 3440000.537431
331.782874, 3445001.016276
331.792621, 3450001.374376
331.690775, 3455001.830500
331.490455, 3460000.673402
331.400162, 3465005.407392
331.403336, 3470000.313014
331.316995, 3475004.198829
331.147613, 3480000.129676
331.502961, 3485000.005432
331.373507, 3490000.074932
331.186010, 3495001.533536
331.026346, 3500001.625503
330.952563, 3505004.683711
330.743038, 3510004.480029
331.216097, 3515000.060659
331.479223, 3520001.810412
331.427630, 3525001.036401
331.204088, 3530001.508052
331.027734, 3535001.257398
330.876774, 3540002.905273
330.703535, 3545001.970010
330.834203, 3550006.112861
330.608900, 3555006.462092
330.602229, 3560000.725294
330.935006, 3565000.545769
331.560553, 3570000.996629
332.100655, 3575004.407101
332.148177, 3580001.302000
331.920010, 3585005.023442
331.909711, 3590001.756946
332.119489, 3595000.670100
141.810834, 485.583396
346.494508, 5001.593944
490.647166, 10001.396199
397.302407, 15000.003757
349.849098, 20002.039744
316.527976, 25001.169526
315.057167, 30002.488174
321.757854, 35004.288214
315.220427, 40000.751925
349.186902, 45008.534975
393.376898, 50000.012227
419.059471, 55000.490595
435.323699, 60015.608982
460.982378, 65004.812574
490.224130, 70000.480127
508.230373, 75001.053717
511.983494, 80005.267200
497.369358, 85004.534465
488.720212, 90002.556637
476.238178, 95000.507890
470.452152, 100000.068854
465.370714, 105000.572376
453.241266, 110001.130358
445.687470, 115001.076019
436.636419, 120000.585822
428.977567, 125000.934721
419.072973, 130003.167943
419.010137, 135001.381927
411.487582, 140000.091810
404.355306, 145005.034646
399.989816, 150001.405601
396.112469, 155000.674591
389.956462, 160004.660476
386.125575, 165003.026814
385.207184, 170000.886099
390.334674, 175007.443538
398.841645, 180000.426717
398.595128, 185000.570062
394.558586, 190000.877605
391.842204, 195011.102433
395.904511, 200001.747103
393.676338, 205000.263470
389.339411, 210003.638791
385.519948, 215002.644934
387.987629, 220000.458474
396.156060, 225001.024626
404.612403, 230003.862550
406.161490, 235007.024969
403.700871, 240000.082981
411.996000, 245001.715425
414.718640, 250002.256695
412.348252, 255002.679424
408.520013, 260001.572984
405.073456, 265001.902980
401.163819, 270001.007128
397.099654, 275000.130894
392.610204, 280004.687906
389.014643, 285002.055344
386.124073, 290004.374398
383.608542, 295000.679979
382.409228, 300007.521194
380.707886, 305000.361688
378.626311, 310005.272085
376.938229, 315001.911368
374.281341, 320004.441977
371.616832, 325006.383089
375.204132, 330001.530919
386.779894, 335005.051971
400.352774, 340001.027826
412.115380, 345000.057249
417.311795, 350000.788172
423.000512, 355013.650130
424.127705, 360000.022941
420.792542, 365002.916620
417.750418, 370001.866593
415.590339, 375000.679727
413.746446, 380004.998680
410.842170, 385010.679183
408.030273, 390004.942110
405.952871, 395000.650266
406.729022, 400012.220455
407.869678, 405000.523294
406.126837, 410003.647477
408.747945, 415001.630875
408.172684, 420001.097244
405.860710, 425004.833516
404.618277, 430005.886353
403.788723, 435008.032595
401.057037, 440004.055460
400.297329, 445000.189251
398.467293, 450002.351216
395.932756, 455000.719198
393.800253, 460006.403628
391.882156, 465000.158974
393.390815, 470014.291707
393.475948, 475001.281898
391.113589, 480002.501775
389.314143, 485001.334878
388.153083, 490002.079475
386.536379, 495005.827974
386.081065, 500010.940709
386.287116, 505011.644478
386.432217, 510014.837125
391.632261, 515000.691229
397.508004, 520004.379110
404.034566, 525007.181016
409.724000, 530006.774126
411.401794, 535010.561579
411.918544, 540002.380191
410.930108, 545009.516326
412.155548, 550003.227759
410.969723, 555000.022252
409.610451, 560001.731585
410.453709, 565000.984444
412.873976, 570001.191420
411.953974, 575017.597343
410.385908, 580001.268543
408.789504, 585003.577785
407.526289, 590004.387198
405.646844, 595013.817852
404.791743, 600009.741551
403.210359, 605006.803936
403.006694, 610002.348978
402.668539, 615010.515688
400.847197, 620000.154954
399.897695, 625000.809596
398.988422, 630003.233392
401.980145, 635003.096690
406.571355, 640000.608299
409.867202, 645003.528976
411.570946, 650000.478555
413.006871, 655001.500107
412.810780, 660001.034342
413.352546, 665000.757258
412.082030, 670006.633395
411.242487, 675009.500889
410.124345, 680001.076269
408.734942, 685003.796241
406.982047, 690000.528527
405.582276, 695005.603665
404.430807, 700000.586928
402.964212, 705004.631136
402.821913, 710000.941332
401.891188, 715001.456284
401.051543, 720015.370334
399.621458, 725004.803710
398.020277, 730001.555417
396.756640, 735001.127397
396.231394, 740001.362480
395.018235, 745003.111289
395.952079, 750000.580684
394.640851, 755000.863028
393.664643, 760000.263910
392.468481, 765000.610786
391.176678, 770013.122880
390.301651, 775005.540463
389.620836, 780003.393519
388.582385, 785002.410344
387.894714, 790000.460720
387.333567, 795007.108428
386.510259, 800000.722579
385.307918, 805000.643809
384.850602, 810002.035517
384.418280, 815007.715827
383.901464, 820009.321587
382.872990, 825029.172259
382.060850, 830001.388828
381.780452, 835006.345594
383.145238, 840006.092210
383.365086, 845002.754511
382.926627, 850001.731265
382.199688, 855001.083869
381.131315, 860004.523598
379.960241, 865003.474353
379.977438, 870001.920789
379.711982, 875001.071384
378.956843, 880001.456375
378.183955, 885002.487132
379.088227, 890008.289343
379.889087, 895003.782985
379.213132, 900001.852958
378.585766, 905002.061690
377.890526, 910003.549942
377.238555, 915003.710002
377.569345, 920000.256956
378.616496, 925000.162904
378.909153, 930000.742712
379.207015, 935001.864388
379.096324, 940005.250630
377.856651, 945004.031965
376.839165, 950001.657457
377.186582, 955000.579445
376.258359, 960009.018018
375.851565, 965003.379287
376.108484, 970004.923019
377.278845, 975003.869254
378.359198, 980005.044833
378.894872, 985002.412741
378.402525, 990004.330850
377.691555, 995001.184184
377.479644, 1000000.724865
377.113810, 1005003.360347
377.146954, 1010001.514420
377.069702, 1015000.407938
376.132447, 1020005.236255
375.464171, 1025006.915837
374.858763, 1030001.326857
374.465470, 1035003.653326
373.751483, 1040002.401185
372.752288, 1045003.838773
371.733854, 1050002.399779
371.186672, 1055000.624039
370.524705, 1060000.184143
370.059712, 1065001.285727
369.444446, 1070000.410563
369.003438, 1075001.382954
368.501752, 1080002.318208
367.961865, 1085001.940972
367.344440, 1090003.626498
366.487893, 1095000.780993
365.944005, 1100001.056197
365.222551, 1105003.557607
364.437151, 1110029.199213
364.372390, 1115000.042769
363.775688, 1120002.352690
363.225007, 1125003.975508
364.383712, 1130005.152170
365.730722, 1135005.258541
366.500937, 1140003.600700
366.515603, 1145004.295146
366.380414, 1150001.263845
366.348131, 1155004.251499
365.686288, 1160022.492535
365.733661, 1165000.156544
365.525083, 1170009.147435
365.365757, 1175000.581923
366.095863, 1180003.784926
367.682183, 1185015.750332
369.368563, 1190001.854369
368.881244, 1195004.033347
368.432979, 1200001.646281
367.934702, 1205013.171864
367.436010, 1210000.692550
366.792062, 1215009.049255
366.120061, 1220000.025142
365.349671, 1225000.720652
365.036845, 1230001.300483
364.420714, 1235004.779063
364.338483, 1240000.700814
363.626146, 1245001.691981
363.252739, 1250005.771751
362.833547, 1255003.258440
363.097758, 1260000.296351
363.675353, 1265000.038847
364.408219, 1270001.572449
363.888246, 1275008.448128
363.282756, 1280001.717701
362.556940, 1285005.148818
362.760594, 1290002.071803
362.098435, 1295008.285347
361.480695, 1300006.319356
360.900325, 1305001.907484
360.386941, 1310011.656743
359.956069, 1315000.395560
359.850530, 1320004.937762
361.094331, 1325000.200819
360.639222, 1330000.596771
360.258803, 1335000.151746
360.582815, 1340000.847197
360.706836, 1345000.276433
360.245735, 1350007.187796
359.721392, 1355000.080475
359.162712, 1360000.377381
358.676774, 1365002.949492
358.051438, 1370000.349990
357.512307, 1375001.502754
358.021370, 1380003.025519
357.431470, 1385000.440765
357.166878, 1390005.034663
356.706568, 1395001.468379
356.118563, 1400000.174871
355.738029, 1405000.998445
355.221849, 1410008.924476
355.567432, 1415002.482309
356.258478, 1420004.595259
355.938868, 1425000.372606
355.413597, 1430001.443702
354.857152, 1435000.299482
354.452300, 1440001.250046
353.859220, 1445007.309644
353.540074, 1450003.217854
353.392060, 1455003.143673
354.618791, 1460001.929295
357.686338, 1465000.495927
359.011660, 1470003.229597
358.515508, 1475002.029394
357.913145, 1480002.559701
357.485948, 1485001.437534
357.184531, 1490002.843216
356.587753, 1495005.998118
356.115146, 1500000.809227
356.155002, 1505003.913685
355.711997, 1510001.033196
356.235728, 1515003.042484
355.771860, 1520000.092574
355.275024, 1525000.038879
354.726129, 1530009.966126
354.340423, 1535001.133753
353.893928, 1540001.708607
353.852766, 1545000.833603
354.541276, 1550000.387987
354.833001, 1555000.026522
355.088792, 1560005.415382
355.390706, 1565002.412931
355.131171, 1570003.390480
354.925028, 1575003.790408
354.430918, 1580004.098013
354.244293, 1585000.476909
354.344076, 1590003.999956
355.048823, 1595001.804367
355.752457, 1600005.957301
355.438719, 1605000.403320
355.013649, 1610003.753882
354.985185, 1615003.933204
355.042759, 1620001.055382
354.648248, 1625001.190616
354.496267, 1630001.147646
354.667575, 1635000.855904
354.331577, 1640000.860361
353.979769, 1645000.265570
353.885231, 1650000.478030
353.492366, 1655000.640342
353.169506, 1660015.572700
352.789734, 1665002.942249
352.443715, 1670004.259433
352.399265, 1675000.592541
352.366795, 1680008.805963
352.354023, 1685001.578066
353.008169, 1690000.886179
353.326412, 1695000.433287
353.418188, 1700008.134108
353.348033, 1705017.251424
353.098307, 1710006.652998
352.603648, 1715000.578914
352.527198, 1720003.415921
352.184242, 1725000.064019
351.834848, 1730008.967799
352.067277, 1735008.610787
352.772415, 1740001.562874
352.344511, 1745003.119794
352.575095, 1750009.334991
353.620865, 1755000.320872
353.510323, 1760002.886655
353.450589, 1765001.786238
354.024198, 1770000.565029
353.876911, 1775008.140507
354.822580, 1780002.607544
354.892578, 1785002.052385
354.439079, 1790002.535177
354.242209, 1795000.695099
354.387664, 1800002.198490
354.481659, 1805003.028020
354.101143, 1810001.271255
353.852174, 1815001.225004
353.699334, 1820001.697469
353.276018, 1825000.873025
353.011268, 1830003.656788
353.429719, 1835000.185171
353.704384, 1840001.923852
353.339013, 1845000.767799
353.174759, 1850000.946599
354.395768, 1855003.997977
354.417077, 1860000.540851
354.089177, 1865001.671038
353.991043, 1870000.567358
353.523821, 1875002.682048
353.162020, 1880002.877465
353.391121, 1885000.109038
353.116895, 1890002.506018
352.717642, 1895005.832114
352.416105, 1900001.600325
352.627147, 1905003.320408
352.412123, 1910000.095154
352.283853, 1915002.229435
351.883078, 1920006.415458
351.455266, 1925000.369490
