arr,r_arr,jq,inter,wait,delay,service,lambda_i,mu,throughut,visit,utilization
 209688.000000 , 209688.000000 , 2.000000 , 17.168345 , 38.292082 , 3.168481 , 35.124647 , 0.058247 , 0.028470 , 0.058247 , 0.931810 , 0.511474 , 0.000000 
 209974.000000 , 209974.000000 , 0.000000 , 17.144939 , 38.117955 , 3.111765 , 35.006225 , 0.058326 , 0.028566 , 0.058326 , 0.932546 , 0.510445 , 0.000000 
 209882.000000 , 209882.000000 , 2.000000 , 17.152353 , 38.073378 , 3.036867 , 35.037626 , 0.058301 , 0.028541 , 0.058301 , 0.932067 , 0.510683 , 0.000000 
 209032.000000 , 209032.000000 , 0.000000 , 17.222225 , 38.028951 , 3.043944 , 34.985045 , 0.058065 , 0.028584 , 0.058065 , 0.931494 , 0.507847 , 0.000000 
 209387.000000 , 209387.000000 , 0.000000 , 17.192732 , 37.947245 , 2.983919 , 34.963599 , 0.058164 , 0.028601 , 0.058164 , 0.932308 , 0.508407 , 0.000000 
 210563.000000 , 210563.000000 , 1.000000 , 17.096941 , 38.228486 , 3.199459 , 35.030199 , 0.058490 , 0.028547 , 0.058490 , 0.932136 , 0.512229 , 0.000000 
 209950.000000 , 209950.000000 , 0.000000 , 17.146640 , 38.077440 , 3.169767 , 34.907673 , 0.058320 , 0.028647 , 0.058320 , 0.932742 , 0.508958 , 0.000000 
 209214.000000 , 209214.000000 , 0.000000 , 17.207247 , 38.133005 , 3.135134 , 34.998198 , 0.058115 , 0.028573 , 0.058115 , 0.932576 , 0.508480 , 0.000000 
 209970.000000 , 209970.000000 , 0.000000 , 17.145191 , 38.063163 , 3.107287 , 34.955876 , 0.058325 , 0.028607 , 0.058325 , 0.932512 , 0.509704 , 0.000000 
 209338.000000 , 209338.000000 , 2.000000 , 17.196966 , 38.011953 , 3.049354 , 34.962876 , 0.058150 , 0.028602 , 0.058150 , 0.932351 , 0.508271 , 0.000000 
 209661.000000 , 209661.000000 , 0.000000 , 17.170543 , 37.937347 , 3.028669 , 34.908863 , 0.058239 , 0.028646 , 0.058239 , 0.930809 , 0.508267 , 0.000000 
 209662.000000 , 209662.000000 , 0.000000 , 17.170370 , 38.330847 , 3.169569 , 35.161312 , 0.058240 , 0.028440 , 0.058240 , 0.931463 , 0.511948 , 0.000000 
