arr,r_arr,jq,inter,wait,delay,service,lambda_i,mu,throughut,visit,utilization
 209396.000000 , 209396.000000 , 3.000000 , 17.192237 , 37.994437 , 3.027277 , 34.968338 , 0.058166 , 0.028597 , 0.058166 , 0.930740 , 0.508490 , 0.000000 
 209901.000000 , 209901.000000 , 0.000000 , 17.150884 , 38.205794 , 3.159612 , 35.046259 , 0.058306 , 0.028534 , 0.058306 , 0.931320 , 0.510852 , 0.000000 
 209469.000000 , 209469.000000 , 0.000000 , 17.186257 , 38.079288 , 3.028059 , 35.051679 , 0.058186 , 0.028529 , 0.058186 , 0.931329 , 0.509879 , 0.000000 
 209648.000000 , 209648.000000 , 0.000000 , 17.171581 , 38.028993 , 3.053438 , 34.975665 , 0.058236 , 0.028591 , 0.058236 , 0.932312 , 0.509209 , 0.000000 
 209548.000000 , 209548.000000 , 0.000000 , 17.179780 , 38.168423 , 3.107211 , 35.061219 , 0.058208 , 0.028522 , 0.058208 , 0.932327 , 0.510211 , 0.000000 
 208997.000000 , 208997.000000 , 0.000000 , 17.225083 , 37.892781 , 2.899237 , 34.993636 , 0.058055 , 0.028577 , 0.058055 , 0.931961 , 0.507888 , 0.000000 
 209874.000000 , 209874.000000 , 0.000000 , 17.153111 , 38.025763 , 3.038299 , 34.987746 , 0.058298 , 0.028581 , 0.058298 , 0.932732 , 0.509933 , 0.000000 
 210425.000000 , 210425.000000 , 0.000000 , 17.108181 , 38.145535 , 3.063053 , 35.082571 , 0.058452 , 0.028504 , 0.058452 , 0.933107 , 0.512658 , 0.000000 
 209671.000000 , 209671.000000 , 0.000000 , 17.169726 , 38.007120 , 2.985183 , 35.022373 , 0.058242 , 0.028553 , 0.058242 , 0.932808 , 0.509944 , 0.000000 
 210004.000000 , 210004.000000 , 0.000000 , 17.142510 , 37.881806 , 3.044874 , 34.837329 , 0.058335 , 0.028705 , 0.058335 , 0.934073 , 0.508055 , 0.000000 
 209431.000000 , 209431.000000 , 0.000000 , 17.189343 , 38.128517 , 3.042009 , 35.086704 , 0.058176 , 0.028501 , 0.058176 , 0.932151 , 0.510297 , 0.000000 
 209692.000000 , 209692.000000 , 0.000000 , 17.167900 , 38.101471 , 3.140175 , 34.961860 , 0.058248 , 0.028603 , 0.058248 , 0.932802 , 0.509117 , 0.000000 
 209557.000000 , 209557.000000 , 0.000000 , 17.179056 , 38.046170 , 2.996425 , 35.049745 , 0.058210 , 0.028531 , 0.058210 , 0.932633 , 0.510065 , 0.000000 
 210006.000000 , 210006.000000 , 0.000000 , 17.142329 , 38.156461 , 3.134503 , 35.021996 , 0.058335 , 0.028553 , 0.058335 , 0.931419 , 0.510753 , 0.000000 
 210138.000000 , 210138.000000 , 0.000000 , 17.131506 , 38.223353 , 3.164907 , 35.058492 , 0.058372 , 0.028524 , 0.058372 , 0.931665 , 0.511608 , 0.000000 
 209709.000000 , 209709.000000 , 0.000000 , 17.166510 , 38.131921 , 3.068041 , 35.063898 , 0.058253 , 0.028519 , 0.058253 , 0.932139 , 0.510644 , 0.000000 
 209661.000000 , 209661.000000 , 0.000000 , 17.170537 , 38.275222 , 3.184588 , 35.091223 , 0.058239 , 0.028497 , 0.058239 , 0.932390 , 0.510922 , 0.000000 
