batch, block, wait
0 , 4 , 9.837953 
1 , 4 , 9.980928 
2 , 4 , 9.945728 
3 , 4 , 9.804118 
4 , 4 , 9.767153 
5 , 4 , 10.164122 
6 , 4 , 9.965358 
7 , 4 , 9.900238 
8 , 4 , 9.936105 
9 , 4 , 10.163016 
10 , 4 , 9.943179 
11 , 4 , 10.168886 
12 , 4 , 9.947626 
13 , 4 , 9.786532 
14 , 4 , 10.022832 
15 , 4 , 9.847916 
16 , 4 , 9.923738 
17 , 4 , 9.971914 
18 , 4 , 9.895290 
19 , 4 , 10.125296 
20 , 4 , 9.895678 
21 , 4 , 10.123371 
22 , 4 , 9.936162 
23 , 4 , 9.919594 
24 , 4 , 9.917678 
25 , 4 , 9.937621 
26 , 4 , 9.992555 
27 , 4 , 9.857299 
28 , 4 , 9.912288 
29 , 4 , 9.807141 
30 , 4 , 9.925338 
31 , 4 , 9.949490 
32 , 4 , 10.118090 
33 , 4 , 10.131221 
34 , 4 , 10.071399 
35 , 4 , 10.021249 
36 , 4 , 9.876494 
37 , 4 , 9.925599 
38 , 4 , 9.929432 
39 , 4 , 9.934257 
40 , 4 , 10.009808 
41 , 4 , 9.876630 
42 , 4 , 10.102118 
43 , 4 , 10.135377 
44 , 4 , 10.096643 
45 , 4 , 9.833391 
46 , 4 , 10.006269 
47 , 4 , 9.852420 
48 , 4 , 9.993917 
49 , 4 , 10.033081 
50 , 4 , 10.218145 
51 , 4 , 10.041239 
52 , 4 , 10.298746 
53 , 4 , 10.212818 
54 , 4 , 9.910953 
55 , 4 , 10.042620 
56 , 4 , 9.858367 
57 , 4 , 9.704641 
58 , 4 , 10.109552 
59 , 4 , 10.085868 
60 , 4 , 9.986613 
61 , 4 , 10.007930 
62 , 4 , 9.875971 
63 , 4 , 10.080247 
64 , 4 , 9.976907 
65 , 4 , 9.885661 
66 , 4 , 9.977552 
67 , 4 , 9.931739 
68 , 4 , 9.569720 
69 , 4 , 9.958809 
70 , 4 , 10.217740 
71 , 4 , 9.673719 
72 , 4 , 10.347674 
73 , 4 , 9.982079 
74 , 4 , 10.046168 
75 , 4 , 10.081264 
76 , 4 , 9.786752 
77 , 4 , 10.337254 
78 , 4 , 10.145473 
79 , 4 , 10.130947 
80 , 4 , 9.857761 
81 , 4 , 10.217679 
82 , 4 , 10.087173 
83 , 4 , 9.911541 
84 , 4 , 9.950437 
85 , 4 , 9.969489 
86 , 4 , 9.896592 
87 , 4 , 9.920471 
88 , 4 , 9.963109 
89 , 4 , 10.190611 
90 , 4 , 9.987463 
91 , 4 , 9.898443 
92 , 4 , 10.261067 
93 , 4 , 9.884620 
94 , 4 , 10.080940 
95 , 4 , 10.141381 
96 , 4 , 9.954939 
97 , 4 , 10.126547 
98 , 4 , 10.019288 
99 , 4 , 10.139844 
100 , 4 , 9.811703 
101 , 4 , 9.892480 
102 , 4 , 10.165789 
103 , 4 , 9.979675 
104 , 4 , 10.133219 
105 , 4 , 9.940494 
106 , 4 , 10.116224 
107 , 4 , 10.128350 
108 , 4 , 9.950028 
109 , 4 , 9.881314 
110 , 4 , 10.011874 
111 , 4 , 9.906352 
112 , 4 , 10.024265 
113 , 4 , 10.249223 
114 , 4 , 9.943526 
115 , 4 , 10.045842 
116 , 4 , 9.871715 
117 , 4 , 9.992153 
118 , 4 , 9.984800 
119 , 4 , 10.012089 
120 , 4 , 10.162968 
121 , 4 , 10.521665 
122 , 4 , 9.916656 
123 , 4 , 10.113726 
124 , 4 , 9.844998 
125 , 4 , 9.924070 
126 , 4 , 9.921325 
127 , 4 , 9.883565 
