0 , 4 , 2.872558 
0 , 4 , 2.872558 
0 , 4 , 2.872558 
0 , 4 , 2.872558 
0 , 4 , 2.872558 
0 , 4 , 2.872558 
1 , 4 , 4.642520 
1 , 4 , 4.642520 
1 , 4 , 4.642520 
1 , 4 , 4.642520 
1 , 4 , 4.642520 
1 , 4 , 4.642520 
2 , 4 , 3.023697 
2 , 4 , 3.023697 
2 , 4 , 3.023697 
2 , 4 , 3.023697 
2 , 4 , 3.023697 
2 , 4 , 3.023697 
3 , 4 , 2.219177 
3 , 4 , 2.219177 
3 , 4 , 2.219177 
3 , 4 , 2.219177 
3 , 4 , 2.219177 
3 , 4 , 2.219177 
4 , 4 , 1.051630 
4 , 4 , 1.051630 
4 , 4 , 1.051630 
4 , 4 , 1.051630 
4 , 4 , 1.051630 
4 , 4 , 1.051630 
5 , 4 , 1.667842 
5 , 4 , 1.667842 
5 , 4 , 1.667842 
5 , 4 , 1.667842 
5 , 4 , 1.667842 
5 , 4 , 1.667842 
6 , 4 , 1.567402 
6 , 4 , 1.567402 
6 , 4 , 1.567402 
6 , 4 , 1.567402 
6 , 4 , 1.567402 
6 , 4 , 1.567402 
7 , 4 , 2.098662 
7 , 4 , 2.098662 
7 , 4 , 2.098662 
7 , 4 , 2.098662 
7 , 4 , 2.098662 
7 , 4 , 2.098662 
8 , 4 , 2.459738 
8 , 4 , 2.459738 
8 , 4 , 2.459738 
8 , 4 , 2.459738 
8 , 4 , 2.459738 
8 , 4 , 2.459738 
9 , 4 , 3.797584 
9 , 4 , 3.797584 
9 , 4 , 3.797584 
9 , 4 , 3.797584 
9 , 4 , 3.797584 
9 , 4 , 3.797584 
10 , 4 , 1.856263 
10 , 4 , 1.856263 
10 , 4 , 1.856263 
10 , 4 , 1.856263 
10 , 4 , 1.856263 
10 , 4 , 1.856263 
11 , 4 , 8.630993 
11 , 4 , 8.630993 
11 , 4 , 8.630993 
11 , 4 , 8.630993 
11 , 4 , 8.630993 
11 , 4 , 8.630993 
12 , 4 , 2.211024 
12 , 4 , 2.211024 
