batch, block, wait
0 , 0 , 18.952403 
1 , 0 , 19.542324 
2 , 0 , 19.286289 
3 , 0 , 19.129518 
4 , 0 , 19.180784 
5 , 0 , 18.879180 
6 , 0 , 19.319766 
7 , 0 , 18.974939 
8 , 0 , 19.319808 
9 , 0 , 18.797893 
10 , 0 , 19.581491 
11 , 0 , 19.246238 
12 , 0 , 19.582295 
13 , 0 , 19.034105 
14 , 0 , 18.830482 
15 , 0 , 19.174685 
16 , 0 , 19.560608 
17 , 0 , 19.271438 
18 , 0 , 18.865583 
19 , 0 , 18.739443 
20 , 0 , 18.973021 
21 , 0 , 19.331165 
22 , 0 , 19.283674 
23 , 0 , 19.659807 
24 , 0 , 19.245643 
25 , 0 , 19.387383 
26 , 0 , 19.376018 
27 , 0 , 19.502893 
28 , 0 , 19.654574 
29 , 0 , 19.274248 
30 , 0 , 18.815265 
31 , 0 , 18.929978 
32 , 0 , 18.957078 
33 , 0 , 19.224666 
34 , 0 , 19.082389 
35 , 0 , 19.084732 
36 , 0 , 19.308108 
37 , 0 , 18.943547 
38 , 0 , 19.135780 
39 , 0 , 19.292582 
40 , 0 , 19.136385 
41 , 0 , 18.719310 
42 , 0 , 18.944093 
43 , 0 , 19.367392 
44 , 0 , 19.471924 
45 , 0 , 18.995027 
46 , 0 , 18.704472 
47 , 0 , 19.059403 
48 , 0 , 18.937336 
49 , 0 , 19.062431 
50 , 0 , 18.951074 
51 , 0 , 18.887147 
52 , 0 , 18.575129 
53 , 0 , 18.953392 
54 , 0 , 19.306296 
55 , 0 , 19.128843 
56 , 0 , 19.693478 
57 , 0 , 19.307894 
58 , 0 , 19.105527 
59 , 0 , 19.509626 
60 , 0 , 19.070281 
61 , 0 , 19.203143 
62 , 0 , 19.460433 
63 , 0 , 19.883799 
64 , 0 , 19.100761 
65 , 0 , 18.970233 
66 , 0 , 19.241218 
67 , 0 , 19.170484 
68 , 0 , 18.903765 
69 , 0 , 19.268649 
70 , 0 , 19.529872 
71 , 0 , 19.061263 
72 , 0 , 19.338208 
73 , 0 , 19.656829 
74 , 0 , 19.563107 
75 , 0 , 19.260251 
76 , 0 , 19.645612 
77 , 0 , 19.150379 
78 , 0 , 18.900064 
79 , 0 , 19.506063 
80 , 0 , 19.649526 
81 , 0 , 19.455247 
82 , 0 , 19.219271 
83 , 0 , 19.417760 
84 , 0 , 19.413348 
85 , 0 , 18.906078 
86 , 0 , 19.580897 
87 , 0 , 19.246526 
88 , 0 , 19.219726 
89 , 0 , 19.535240 
90 , 0 , 18.998670 
91 , 0 , 18.957203 
92 , 0 , 19.241484 
93 , 0 , 19.385120 
94 , 0 , 19.093600 
95 , 0 , 19.451721 
96 , 0 , 18.964376 
97 , 0 , 18.927792 
98 , 0 , 19.187307 
99 , 0 , 19.251933 
100 , 0 , 19.749772 
101 , 0 , 19.427227 
102 , 0 , 19.192998 
103 , 0 , 19.309073 
104 , 0 , 18.890802 
105 , 0 , 18.934531 
106 , 0 , 19.188840 
107 , 0 , 19.668824 
108 , 0 , 18.887259 
109 , 0 , 19.391864 
110 , 0 , 19.149554 
111 , 0 , 19.028964 
112 , 0 , 19.140294 
113 , 0 , 19.228849 
114 , 0 , 19.565149 
115 , 0 , 18.911979 
116 , 0 , 18.874434 
117 , 0 , 19.012769 
118 , 0 , 19.079795 
119 , 0 , 19.677257 
120 , 0 , 19.852614 
121 , 0 , 19.199063 
122 , 0 , 18.734612 
123 , 0 , 19.226221 
124 , 0 , 19.505218 
125 , 0 , 19.487716 
126 , 0 , 19.147221 
127 , 0 , 18.970700 
