ploss0.169522 
0.168708 
0.176186 
0.167297 
0.172028 
0.170658 
0.168095 
0.165425 
0.165134 
0.167583 
0.169637 
0.166125 
0.167231 
0.170638 
0.164159 
0.163762 
0.165793 
0.177468 
0.164834 
0.171838 
0.169007 
0.163502 
0.162348 
0.171248 
0.174044 
0.162270 
0.174259 
0.170018 
0.176094 
0.171217 
0.165477 
0.164018 
0.168112 
0.166898 
0.177676 
0.169318 
0.173750 
0.162399 
0.170037 
0.172118 
0.164055 
0.164776 
0.175394 
0.157430 
0.157399 
0.169721 
0.160632 
0.165837 
0.169394 
0.161190 
0.173010 
0.168332 
0.166208 
0.163662 
0.165591 
0.166184 
0.174027 
0.172150 
0.172891 
0.169774 
0.175276 
0.164834 
0.175156 
0.169401 
0.175306 
0.170343 
0.171951 
0.173330 
0.169558 
0.163421 
0.168457 
0.165580 
0.162572 
0.160721 
0.168910 
0.171932 
0.165934 
0.177453 
0.156206 
0.175445 
0.174319 
0.176456 
0.168180 
0.166751 
0.173070 
0.159838 
0.170284 
0.173386 
0.170221 
0.163712 
0.170019 
0.162966 
0.175268 
0.172242 
0.175271 
0.173686 
0.160477 
0.164701 
0.166750 
0.172050 
0.183895 
0.165913 
0.169736 
0.166357 
0.169434 
0.163021 
0.171252 
0.167267 
0.168277 
0.173714 
0.161020 
0.163865 
0.158521 
0.177431 
0.169871 
0.162681 
0.168722 
0.172469 
0.166708 
0.159197 
0.175465 
0.171058 
0.169759 
0.158181 
0.171710 
0.166327 
0.167732 
0.172807 
0.169522 
0.168708 
0.176186 
0.167297 
0.172028 
0.170658 
0.168095 
0.165425 
0.165134 
0.167583 
0.169637 
0.166125 
0.167231 
0.170638 
0.164159 
0.163762 
0.165793 
0.177468 
0.164834 
0.171838 
0.169007 
0.163502 
0.162348 
0.171248 
0.174044 
0.162270 
0.174259 
0.170018 
0.176094 
0.171217 
0.165477 
0.164018 
0.168112 
0.166898 
0.177676 
0.169318 
0.173750 
0.162399 
0.170037 
0.172118 
0.164055 
0.164776 
0.175394 
0.157430 
0.157399 
0.169721 
0.160632 
0.165837 
0.169394 
0.161190 
0.173010 
0.168332 
0.166208 
0.163662 
0.165591 
0.166184 
0.174027 
0.172150 
0.172891 
0.169774 
0.175276 
0.164834 
0.175156 
0.169401 
0.175306 
0.170343 
0.171951 
0.173330 
0.169558 
0.163421 
0.168457 
0.165580 
0.162572 
0.160721 
0.168910 
0.171932 
0.165934 
0.177453 
0.156206 
0.175445 
0.174319 
0.176456 
0.168180 
0.166751 
0.173070 
0.159838 
0.170284 
0.173386 
0.170221 
0.163712 
0.170019 
0.162966 
0.175268 
0.172242 
0.175271 
0.173686 
0.160477 
0.164701 
0.166750 
0.172050 
0.183895 
0.165913 
0.169736 
0.166357 
0.169434 
0.163021 
0.171252 
0.167267 
0.168277 
0.173714 
0.161020 
0.163865 
0.158521 
0.177431 
0.169871 
0.162681 
0.168722 
0.172469 
0.166708 
0.159197 
0.175465 
0.171058 
0.169759 
0.158181 
0.171710 
0.166327 
0.167732 
0.172807 
0.169522 
0.168708 
0.176186 
0.167297 
0.172028 
0.170658 
0.168095 
0.165425 
0.165134 
0.167583 
0.169637 
0.166125 
0.167231 
0.170638 
0.164159 
0.163762 
0.165793 
0.177468 
0.164834 
0.171838 
0.169007 
0.163502 
0.162348 
0.171248 
0.174044 
0.162270 
0.174259 
0.170018 
0.176094 
0.171217 
0.165477 
0.164018 
0.168112 
0.166898 
0.177676 
0.169318 
0.173750 
0.162399 
0.170037 
0.172118 
0.164055 
0.164776 
0.175394 
0.157430 
0.157399 
0.169721 
0.160632 
0.165837 
0.169394 
0.161190 
0.173010 
0.168332 
0.166208 
0.163662 
0.165591 
0.166184 
0.174027 
0.172150 
0.172891 
0.169774 
0.175276 
0.164834 
0.175156 
0.169401 
0.175306 
0.170343 
0.171951 
0.173330 
0.169558 
0.163421 
0.168457 
0.165580 
0.162572 
0.160721 
0.168910 
0.171932 
0.165934 
0.177453 
0.156206 
0.175445 
0.174319 
0.176456 
0.168180 
0.166751 
0.173070 
0.159838 
0.170284 
0.173386 
0.170221 
0.163712 
0.170019 
0.162966 
0.175268 
0.172242 
0.175271 
0.173686 
0.160477 
0.164701 
0.166750 
0.172050 
0.183895 
0.165913 
0.169736 
0.166357 
0.169434 
0.163021 
0.171252 
0.167267 
0.168277 
0.173714 
0.161020 
0.163865 
0.158521 
0.177431 
0.169871 
0.162681 
0.168722 
0.172469 
0.166708 
0.159197 
0.175465 
0.171058 
0.169759 
0.158181 
0.171710 
0.166327 
0.167732 
0.172807 
0.169522 
0.168708 
0.176186 
0.167297 
0.172028 
0.170658 
0.168095 
0.165425 
0.165134 
0.167583 
0.169637 
0.166125 
0.167231 
0.170638 
0.164159 
0.163762 
0.165793 
0.177468 
0.164834 
0.171838 
0.169007 
