ploss0.177143 
0.169291 
0.175803 
0.151515 
0.167665 
0.149402 
0.193141 
0.203738 
0.194000 
0.193916 
0.180077 
0.121807 
0.174812 
0.198148 
0.141473 
0.177062 
0.198502 
0.168157 
0.170956 
0.142570 
0.139241 
0.162000 
0.153535 
0.160000 
0.167587 
0.161538 
0.163386 
0.184676 
0.146000 
0.158301 
0.153846 
0.153696 
0.175908 
0.195531 
0.191120 
0.169557 
0.150659 
0.159309 
0.165354 
0.195896 
0.159836 
0.203971 
0.178030 
0.165085 
0.169231 
0.158103 
0.198853 
0.189922 
0.167619 
0.187384 
0.151951 
0.147287 
0.175299 
0.170874 
0.174812 
0.183071 
0.160396 
0.150870 
0.163599 
0.171271 
0.179048 
0.159449 
0.182331 
0.166983 
0.156716 
0.175781 
0.139535 
0.157989 
0.213611 
0.187156 
0.167308 
0.186441 
0.168605 
0.144269 
0.193050 
0.156863 
0.190476 
0.138672 
0.169261 
0.181481 
0.181263 
0.176252 
0.166979 
0.163904 
0.143969 
0.170642 
0.153992 
0.197266 
0.140900 
0.179048 
0.175197 
0.140562 
0.153846 
0.139004 
0.183712 
0.179884 
0.143451 
0.196721 
0.161417 
0.185874 
0.158451 
0.154309 
0.162524 
0.161765 
0.178503 
0.173913 
0.164773 
0.189655 
0.192164 
0.148649 
0.140756 
0.154150 
0.207294 
0.167969 
0.197239 
0.188679 
0.145283 
0.166667 
0.198895 
0.196629 
0.170874 
0.155722 
0.165010 
0.178637 
0.147239 
0.162476 
0.185115 
0.160156 
0.177143 
0.169291 
0.175803 
0.151515 
0.167665 
0.149402 
0.193141 
0.203738 
0.194000 
0.193916 
0.180077 
0.121807 
0.174812 
0.198148 
0.141473 
0.177062 
0.198502 
0.168157 
0.170956 
0.142570 
0.139241 
0.162000 
0.153535 
0.160000 
0.167587 
0.161538 
0.163386 
0.184676 
0.146000 
0.158301 
0.153846 
0.153696 
0.175908 
0.195531 
0.191120 
0.169557 
0.150659 
0.159309 
0.165354 
0.195896 
0.159836 
0.203971 
0.178030 
0.165085 
0.169231 
0.158103 
0.198853 
0.189922 
0.167619 
0.187384 
0.151951 
0.147287 
0.175299 
0.170874 
0.174812 
0.183071 
0.160396 
0.150870 
0.163599 
0.171271 
0.179048 
0.159449 
0.182331 
0.166983 
0.156716 
0.175781 
0.139535 
0.157989 
0.213611 
0.187156 
0.167308 
0.186441 
0.168605 
0.144269 
0.193050 
0.156863 
0.190476 
0.138672 
0.169261 
0.181481 
0.181263 
0.176252 
0.166979 
0.163904 
0.143969 
0.170642 
0.153992 
0.197266 
0.140900 
0.179048 
0.175197 
0.140562 
0.153846 
0.139004 
0.183712 
0.179884 
0.143451 
0.196721 
0.161417 
0.185874 
0.158451 
0.154309 
0.162524 
0.161765 
0.178503 
0.173913 
0.164773 
0.189655 
0.192164 
0.148649 
0.140756 
0.154150 
0.207294 
0.167969 
0.197239 
0.188679 
0.145283 
0.166667 
0.198895 
0.196629 
0.170874 
0.155722 
0.165010 
0.178637 
0.147239 
0.162476 
0.185115 
0.160156 
0.177143 
0.169291 
0.175803 
0.151515 
0.167665 
0.149402 
0.193141 
0.203738 
0.194000 
0.193916 
0.180077 
0.121807 
0.174812 
0.198148 
0.141473 
0.177062 
0.198502 
0.168157 
0.170956 
0.142570 
0.139241 
0.162000 
0.153535 
0.160000 
0.167587 
0.161538 
0.163386 
0.184676 
0.146000 
0.158301 
0.153846 
0.153696 
0.175908 
0.195531 
0.191120 
0.169557 
0.150659 
0.159309 
0.165354 
0.195896 
0.159836 
0.203971 
0.178030 
0.165085 
0.169231 
0.158103 
0.198853 
0.189922 
0.167619 
0.187384 
0.151951 
0.147287 
0.175299 
0.170874 
0.174812 
0.183071 
0.160396 
0.150870 
0.163599 
0.171271 
0.179048 
0.159449 
0.182331 
0.166983 
0.156716 
0.175781 
0.139535 
0.157989 
0.213611 
0.187156 
0.167308 
0.186441 
0.168605 
0.144269 
0.193050 
0.156863 
0.190476 
0.138672 
0.169261 
0.181481 
0.181263 
0.176252 
0.166979 
0.163904 
0.143969 
0.170642 
0.153992 
0.197266 
0.140900 
0.179048 
0.175197 
0.140562 
0.153846 
0.139004 
0.183712 
0.179884 
0.143451 
0.196721 
0.161417 
0.185874 
0.158451 
0.154309 
0.162524 
0.161765 
0.178503 
0.173913 
0.164773 
0.189655 
0.192164 
0.148649 
0.140756 
0.154150 
0.207294 
0.167969 
0.197239 
0.188679 
0.145283 
0.166667 
0.198895 
0.196629 
0.170874 
0.155722 
0.165010 
0.178637 
0.147239 
0.162476 
0.185115 
0.160156 
0.177143 
0.169291 
0.175803 
0.151515 
0.167665 
0.149402 
0.193141 
0.203738 
0.194000 
0.193916 
0.180077 
0.121807 
0.174812 
0.198148 
0.141473 
0.177062 
0.198502 
0.168157 
0.170956 
0.142570 
0.139241 
0.162000 
0.153535 
0.160000 
0.167587 
0.161538 
0.163386 
0.184676 
0.146000 
0.158301 
0.153846 
0.153696 
0.175908 
0.195531 
0.191120 
0.169557 
0.150659 
0.159309 
0.165354 
0.195896 
0.159836 
0.203971 
0.178030 
0.165085 
0.169231 
0.158103 
0.198853 
0.189922 
0.167619 
0.187384 
0.151951 
0.147287 
0.175299 
0.170874 
0.174812 
0.183071 
0.160396 
0.150870 
0.163599 
0.171271 
0.179048 
0.159449 
0.182331 
0.166983 
0.156716 
0.175781 
0.139535 
0.157989 
0.213611 
0.187156 
0.167308 
0.186441 
0.168605 
0.144269 
0.193050 
0.156863 
0.190476 
0.138672 
0.169261 
0.181481 
0.181263 
0.176252 
0.166979 
0.163904 
0.143969 
0.170642 
0.153992 
0.197266 
0.140900 
0.179048 
0.175197 
0.140562 
0.153846 
0.139004 
0.183712 
0.179884 
0.143451 
0.196721 
0.161417 
0.185874 
0.158451 
0.154309 
0.162524 
0.161765 
0.178503 
0.173913 
0.164773 
0.189655 
0.192164 
0.148649 
0.140756 
0.154150 
0.207294 
0.167969 
0.197239 
0.188679 
0.145283 
0.166667 
0.198895 
0.196629 
0.170874 
0.155722 
0.165010 
0.178637 
0.147239 
0.162476 
0.185115 
0.160156 
0.177143 
0.169291 
0.175803 
0.151515 
0.167665 
0.149402 
0.193141 
0.203738 
0.194000 
0.193916 
0.180077 
0.121807 
0.174812 
0.198148 
0.141473 
0.177062 
0.198502 
0.168157 
0.170956 
0.142570 
0.139241 
0.162000 
0.153535 
0.160000 
0.167587 
0.161538 
0.163386 
0.184676 
0.146000 
0.158301 
0.153846 
0.153696 
0.175908 
0.195531 
0.191120 
0.169557 
0.150659 
0.159309 
0.165354 
0.195896 
0.159836 
0.203971 
0.178030 
0.165085 
0.169231 
0.158103 
0.198853 
0.189922 
0.167619 
0.187384 
0.151951 
0.147287 
0.175299 
0.170874 
0.174812 
0.183071 
0.160396 
0.150870 
0.163599 
0.171271 
0.179048 
0.159449 
0.182331 
0.166983 
0.156716 
0.175781 
0.139535 
0.157989 
0.213611 
0.187156 
0.167308 
0.186441 
0.168605 
0.144269 
0.193050 
0.156863 
0.190476 
0.138672 
0.169261 
0.181481 
0.181263 
0.176252 
0.166979 
0.163904 
0.143969 
0.170642 
0.153992 
0.197266 
0.140900 
0.179048 
0.175197 
0.140562 
0.153846 
0.139004 
0.183712 
0.179884 
0.143451 
0.196721 
0.161417 
0.185874 
0.158451 
0.154309 
0.162524 
0.161765 
0.178503 
0.173913 
0.164773 
0.189655 
0.192164 
0.148649 
0.140756 
0.154150 
0.207294 
0.167969 
0.197239 
0.188679 
0.145283 
0.166667 
0.198895 
0.196629 
0.170874 
0.155722 
0.165010 
0.178637 
0.147239 
0.162476 
0.185115 
0.160156 
0.177143 
0.169291 
0.175803 
0.151515 
0.167665 
0.149402 
0.193141 
0.203738 
0.194000 
0.193916 
0.180077 
0.121807 
0.174812 
0.198148 
0.141473 
0.177062 
0.198502 
0.168157 
0.170956 
0.142570 
0.139241 
0.162000 
0.153535 
0.160000 
0.167587 
0.161538 
0.163386 
0.184676 
0.146000 
0.158301 
0.153846 
0.153696 
0.175908 
0.195531 
0.191120 
0.169557 
0.150659 
0.159309 
0.165354 
0.195896 
0.159836 
0.203971 
0.178030 
0.165085 
0.169231 
0.158103 
0.198853 
0.189922 
0.167619 
0.187384 
0.151951 
0.147287 
0.175299 
0.170874 
0.174812 
0.183071 
0.160396 
0.150870 
