batch, block, wait
0 , 1 , 28.892415 
1 , 1 , 28.834192 
2 , 1 , 29.229123 
3 , 1 , 29.034354 
4 , 1 , 29.030036 
5 , 1 , 29.292067 
6 , 1 , 29.068336 
7 , 1 , 29.144077 
8 , 1 , 29.147205 
9 , 1 , 29.095967 
10 , 1 , 29.069979 
11 , 1 , 29.003392 
12 , 1 , 28.841257 
13 , 1 , 29.404697 
14 , 1 , 28.907689 
15 , 1 , 28.906973 
16 , 1 , 29.145707 
17 , 1 , 29.054206 
18 , 1 , 28.935710 
19 , 1 , 28.962616 
20 , 1 , 28.943126 
21 , 1 , 29.145526 
22 , 1 , 28.912122 
23 , 1 , 28.977437 
24 , 1 , 28.748409 
25 , 1 , 28.889631 
26 , 1 , 29.093808 
27 , 1 , 28.769245 
28 , 1 , 28.999107 
29 , 1 , 29.031102 
30 , 1 , 28.871010 
31 , 1 , 29.092996 
32 , 1 , 29.176816 
33 , 1 , 29.153605 
34 , 1 , 29.028231 
35 , 1 , 29.241199 
36 , 1 , 29.220802 
37 , 1 , 29.041859 
38 , 1 , 29.056756 
39 , 1 , 29.063400 
40 , 1 , 28.834848 
41 , 1 , 28.953132 
42 , 1 , 29.028772 
43 , 1 , 28.938958 
44 , 1 , 29.201881 
45 , 1 , 28.937474 
46 , 1 , 28.961850 
47 , 1 , 29.044942 
48 , 1 , 29.051344 
49 , 1 , 29.038165 
50 , 1 , 29.099411 
51 , 1 , 28.948301 
52 , 1 , 29.077733 
53 , 1 , 29.037900 
54 , 1 , 29.088059 
55 , 1 , 29.486327 
56 , 1 , 29.002100 
57 , 1 , 28.877607 
58 , 1 , 28.938789 
59 , 1 , 29.238696 
60 , 1 , 28.987368 
61 , 1 , 28.987362 
62 , 1 , 29.269733 
63 , 1 , 29.443312 
64 , 1 , 29.047324 
65 , 1 , 29.130875 
66 , 1 , 29.084889 
67 , 1 , 29.001134 
68 , 1 , 29.362247 
69 , 1 , 29.055053 
70 , 1 , 29.105205 
71 , 1 , 28.984309 
72 , 1 , 29.161721 
73 , 1 , 29.236970 
74 , 1 , 28.941129 
75 , 1 , 29.203419 
76 , 1 , 29.169360 
77 , 1 , 29.044336 
78 , 1 , 29.155550 
79 , 1 , 29.356602 
80 , 1 , 29.106660 
81 , 1 , 29.043547 
82 , 1 , 29.267155 
83 , 1 , 28.838825 
84 , 1 , 28.911311 
85 , 1 , 29.107666 
86 , 1 , 29.059593 
87 , 1 , 29.066581 
88 , 1 , 29.139948 
89 , 1 , 28.843471 
90 , 1 , 29.208024 
91 , 1 , 28.977365 
92 , 1 , 29.080109 
93 , 1 , 29.125753 
94 , 1 , 29.018245 
95 , 1 , 29.140960 
96 , 1 , 29.048035 
97 , 1 , 28.859224 
98 , 1 , 29.236557 
99 , 1 , 28.940759 
100 , 1 , 28.936061 
101 , 1 , 29.162854 
102 , 1 , 29.344796 
103 , 1 , 29.035577 
104 , 1 , 29.252920 
105 , 1 , 29.252976 
106 , 1 , 29.078428 
107 , 1 , 29.122180 
108 , 1 , 28.993461 
109 , 1 , 29.254054 
110 , 1 , 29.009233 
111 , 1 , 28.923280 
112 , 1 , 28.993885 
113 , 1 , 29.113005 
114 , 1 , 29.096601 
115 , 1 , 29.054708 
116 , 1 , 29.040522 
117 , 1 , 28.992611 
118 , 1 , 29.010383 
119 , 1 , 28.913994 
120 , 1 , 28.956059 
121 , 1 , 29.124806 
122 , 1 , 29.040171 
123 , 1 , 29.096283 
124 , 1 , 29.047946 
125 , 1 , 28.925201 
126 , 1 , 29.176941 
127 , 1 , 29.101444 
